slug,date,title,youtube_id,other_url
%e5%8a%89%e5%ae%a5%e8%be%b0-%e5%be%9e%e6%b7%b7%e4%ba%82%e5%88%b0%e7%b5%84%e7%b9%94%ef%bc%9addd-%e8%88%87-clean-architecture-%e7%9a%84%e6%8c%81%e7%ba%8c%e7%b2%be%e9%80%b2%e6%8c%91%e6%88%b0%e4%b9%8b,2022-12-15,劉宥辰 - 從混亂到組織：DDD 與 Clean Architecture 的持續精進挑戰之道,AiQgpOXk2kk,
%e6%b0%b4%e7%90%83%e6%bd%98-%e6%96%b0%e5%89%b5%e5%88%b0%e5%ba%95%e9%81%a9%e4%b8%8d%e9%81%a9%e5%90%88%e8%b5%b0-ddd-%ef%bc%9f-%e5%b0%b1%e8%ae%93%e6%88%91%e5%85%ac%e5%8f%b8%e7%95%b6%e7%99%bd%e8%80%81,2022-12-27,水球潘 -  新創到底適不適合走 DDD ？ 就讓我公司當白老鼠走一次 Scrum x DDD 試試看吧,wtubL3MIOq8,
%e7%a8%8b%e7%ab%a0%e5%b0%a7-ddd-applied-introducing-tdd-while-breaking-down-legacy-monolith,2022-12-24,程章尧 - DDD Applied: Introducing TDD while breaking down legacy monolith,LpSY2VQbU6M,
%e8%92%bc%e6%99%82%e5%bc%a6%e4%b9%9f-%e5%b0%8e%e5%85%a5-domain-driven-design-%e7%9a%84%e6%9c%80%e4%bd%b3%e6%99%82%e6%a9%9f,2022-12-21,蒼時弦也 - 導入 Domain-Driven Design 的最佳時機,NJYUtttySac,
2020-ddd-conference-day1-recap-video,2019-12-12,2020 DDD Conference Day1 Recap Video,ezEALMvRxJY,
2020-ddd-conference-day2-recap-video,2019-12-20,2020 DDD Conference Day2 Recap Video,WZzdLfewgfw,
2020-dddtw-%e5%b9%b4%e6%9c%83-%e5%88%a9%e7%94%a8%e5%a4%96%e5%8c%85%e8%b3%87%e6%ba%90%e5%bc%b7%e5%8c%96%e5%85%a7%e9%83%a8%e9%96%8b%e7%99%bc%e6%b5%81%e7%a8%8b%e5%96%84%e7%94%a8%e5%be%ae%e6%9c%8d,2019-12-21,[2020 DDDTW 年會]  利用外包資源強化內部開發流程善用微服務特性進行工作切割 - Paul 施政源,oSbtUF-XQ_U,
2020-dddtw-%e5%b9%b4%e6%9c%83-%e5%9c%98%e9%9a%8a%e5%b7%a5%e4%bd%9c%e6%b5%81%e7%a8%8b%e7%9a%84%e8%bf%ad%e4%bb%a3%e8%88%87%e6%94%b9%e5%96%84-sam-%e9%bb%83%e4%b8%96%e9%8a%98,2019-12-11,[2020 DDDTW 年會] 團隊工作流程的迭代與改善 - Sam 黃世銘,IqDDZJqOGaY,
2020-dddtw-%e5%b9%b4%e6%9c%83-%e5%b0%87%e7%ae%a1%e7%90%86%e7%9a%84%e9%9c%80%e6%b1%82%e8%a6%8f%e6%a0%bc%e8%90%bd%e5%9c%b0-kevin-%e9%bb%83%e5%86%a0%e8%9e%8d,2019-12-02,[2020 DDDTW 年會] 將管理的需求規格落地 - Kevin 黃冠融,O4MEdP4gAyg,
2020-dddtw-%e5%b9%b4%e6%9c%83-%e9%82%8a%e7%95%8c%e5%8a%83%e5%88%86%e7%9a%84%e8%97%9d%e8%a1%93-%e5%af%a6%e8%b8%90%e4%ba%8b%e4%bb%b6%e9%a9%85%e5%8b%95%e7%9a%84%e5%be%ae%e6%9c%8d%e5%8b%99-michael,2019-12-19,[2020 DDDTW 年會] 邊界劃分的藝術-實踐事件驅動的微服務 - Michael 孫翊軒,NGvJXcJ2e98,
2020-dddtw-%e5%b9%b4%e6%9c%83-%e9%87%91%e8%9e%8d%e6%a5%ad%e5%b0%8e%e5%85%a5%e9%a0%98%e5%9f%9f%e9%a9%85%e5%8b%95%e8%a8%ad%e8%a8%88%e4%b9%8b%e6%87%89%e7%94%a8%e5%af%a6%e4%be%8b-otto-%e9%a1%8f,2019-12-15,[2020 DDDTW 年會] 金融業導入領域驅動設計之應用實例 - Otto 顏勝豪,zMRL20HYM5Q,
2020-dddtw-%e5%b9%b4%e6%9c%83-%e9%9d%9e%e6%8a%80%e8%a1%93%e8%83%8c%e6%99%af%e7%9a%84pm%e8%a9%b2%e5%a6%82%e4%bd%95%e5%81%9a%e5%a5%bd%e9%9c%80%e6%b1%82%e8%a8%aa%e8%ab%87%ef%bc%9f-mia-%e6%9d%8e,2019-12-03,[2020 DDDTW 年會] 非技術背景的PM該如何做好需求訪談？ - Mia 李孟萱,yR2qPJZmBJI,
2020-dddtw-%e5%b9%b4%e6%9c%83-cqrs-%e8%88%87-saga-%e8%a7%a3%e6%b1%ba%e5%be%ae%e6%9c%8d%e5%8b%99%e4%bb%80%e9%ba%bc%e5%95%8f%e9%a1%8c-rex-%e7%8e%8b%e9%88%9e%e5%b9%b3,2019-12-10,[2020 DDDTW 年會] CQRS 與 SAGA 解決微服務什麼問題 - Rex 王鈞平,crS6htkx6LU,
2020-dddtw-%e5%b9%b4%e6%9c%83-ddd-15%e5%b9%b4%e6%96%87%e7%ab%a0%e5%b0%8e%e8%ae%80%e8%88%87%e7%9b%b8%e9%97%9c%e6%a1%88%e4%be%8b%e4%bb%8b%e7%b4%b9-richard-%e8%98%87%e7%ab%8b%e7%be%a4,2019-12-16,[2020 DDDTW 年會] DDD 15年文章導讀與相關案例介紹 -  Richard 蘇立群,5ApoW8eKwvc,
2020-dddtw-%e5%b9%b4%e6%9c%83-ddd-clean-architecture-%e5%be%9e%e9%9c%80%e6%b1%82%e5%88%b0%e5%af%a6%e4%bd%9c-teddy-%e9%99%b3%e5%bb%ba%e6%9d%91,2019-12-23,[2020 DDDTW 年會] DDD + Clean Architecture 從需求到實作 - Teddy 陳建村,5THBVeKtJr8,
2021-dddesign-taiwan-pre-session-domain-driven-design-why-how,2022-12-11,2021 DDDesign Taiwan Pre Session - Domain Driven Design Why & How,eYpdxIZZvGw,
2023-dddesign-taiwan-conference-9-17-%e7%b7%9a%e4%b8%8a%e5%a0%b4-%e9%99%90%e5%b9%b4%e6%9c%83%e5%a0%b1%e5%90%8d%e6%9c%83%e7%9c%be,2022-12-22,2023 DDDesign Taiwan Conference 9/17 線上場 (限年會報名會眾),aiS5exVkVc4,
404-model-not-found-livecoding-thomas-coopman,2024-02-26,404 Model not found: Livecoding - Thomas Coopman,TdFGHyh_YJY,
50-000-orange-stickies-later-alberto-brandolini-kandddinsky-2017,2018-10-17,50.000 orange stickies later - Alberto Brandolini - KanDDDinsky 2017,cG-G6tNCGqY,
8-years-of-eventsourcing-cqrs-bettermarks-the-good-the-bad-and-the-ugly-york-yaar-saurabh,2021-10-26,"8 years of EventSourcing/CQRS @ bettermarks: The good, the bad and the ugly - York, Ya'ar &amp; Saurabh",xThKk08CRLY,
a-commune-in-the-ivory-tower-a-new-approach-to-architecture-ddd-europe-2022,2017-10-19,A Commune in the Ivory Tower? - A New Approach to Architecture - DDD Europe 2022,ogv4lUOtMb0,
a-different-take-on-context-mapping-marijn-huizendveld-ddd-europe-2020-marijn-huizendveld,2018-11-08,A different take on (context) mapping - Marijn Huizendveld - DDD Europe 2020 Marijn Huizendveld,QF3R6dJi2ic,
a-practical-introduction-to-ddd-cqrs-event-sourcing-dennis-doomen-kandddinsky-2019,2021-05-26,"A practical introduction to DDD, CQRS & Event Sourcing - Dennis Doomen -  KanDDDinsky 2019",r26BuahD8aM,
a-recipe-for-model-driven-development-carla-arauco-ddd-europe-2019,2019-05-21,A recipe for Model Driven Development - Carla Arauco - DDD Europe 2019,MPqEjatWFzI,
a-story-of-mob-programming-testing-and-everything-elisabeth-hocke-ddd-europe-2020,2018-11-08,"A Story of Mob Programming, Testing and Everything - Elisabeth Hocke - DDD Europe 2020",-wGmG7VuXns,
abstractions-as-bridges-with-hazel-weakly,2025-01-21,Abstractions as bridges with Hazel Weakly,67ufd370cFY,
accelerate-marcello-pauli-kandddinsky-2019,2021-05-27,Accelerate - Marcello Pauli - KanDDDinsky 2019,ENJWCtpDhwg,
actors-can-rule-your-ddd-world-hannes-lowette,2022-01-03,Actors can rule your DDD world - Hannes Lowette,ObrPCJ3YtFE,
adam-tornhill-talk-session-prioritizing-technical-debt-as-if-time-and-money-matters,2019-12-08,Adam Tornhill - Talk Session: Prioritizing Technical Debt as if Time and Money Matters,KV75YcFoWTo,
aiding-bounded-contexts-design-with-design-heuristics-kamil-szymanski-ddd-europe-2021,2016-04-11,Aiding bounded contexts design with design heuristics - Kamil Szymanski - DDD Europe 2021,FKnblOiUc5M,
alberto-brandolini-50000-orange-stickies-later,2023-03-01,"Alberto Brandolini - 50,000 Orange Stickies Later",1i6QYvYhlYQ,
alberto-brandolini-keynote-the-gordian-knot-%e2%86%92-hatching-software-development-ecosystems,2019-12-07,Alberto Brandolini - Keynote: The Gordian Knot → Hatching Software Development Ecosystems,Aanys09blCw,
alberto-brandolini-the-precision-blade,2021-12-27,Alberto Brandolini — The Precision Blade,lG46Yo_9DPc,
alberto-brandolini-transactions-redefined,2020-10-05,Alberto Brandolini - Transactions Redefined,NqKNqIsB8_k,
aligning-bounded-contexts-with-subdomains-in-legacy-code-mufrid-krilic,2022-01-03,Aligning Bounded Contexts with Subdomains in Legacy Code - Mufrid Krilic,mZOfRm1Gv68,
aligning-organisational-technical-boundaries-to-maximise-team-autonomy-nick-tune,2020-10-02,Aligning Organisational & Technical Boundaries to Maximise Team Autonomy — Nick Tune,5bgxzaHCyCs,
allard-buijze-pragmatic-event-driven-microservices,2023-04-12,Allard Buijze - Pragmatic Event-Driven (Micro)Services,Amcv06xxSD8,
allard-buijze-talk-session-the-inconveniences-of-event-sourcing,2018-01-28,Allard Buijze - Talk Session: The Inconveniences of Event Sourcing,n_IM3omQUyg,
an-experience-report-using-ddd-in-a-real-life-project-anita-kvamme-ddd-europe-2019,2019-12-21,An Experience Report Using DDD in a Real Life Project - Anita Kvamme - DDD Europe 2019,I88jOTBVU1U,
an-introduction-to-domain-storytelling,2020-02-18,An Introduction to Domain Storytelling,d9k9Szkdprk,
an-introduction-to-residuality-theory-barry-oreilly-ddd-europe-2022,2017-10-19,An Introduction to Residuality Theory - Barry O'Reilly - DDD Europe 2022,MZytZW_k-9Y,
an-introduction-to-residuality-theory-by-barry-m-oreilly,2022-10-25,An Introduction to Residuality Theory by Barry M O'Reilly,ZAoHBOVgmr4,
anchor-modelling-agile-databases-steph-locke-ddd-europe-2019,2020-07-13,Anchor Modelling   agile databases - Steph Locke    - DDD Europe 2019,QY0kpIK2tCY,
anita-kvamme-talk-session-modelling-the-domain-model-with-the-users-mental-model-in-mind,2018-12-04,Anita Kvamme - Talk Session: Modelling the Domain Model with the User's Mental Model in Mind,Ef9H4fMyiYs,
antifragile-designing-the-systems-of-the-future-barry-oreilly-ddd-europe-2019,2019-12-21,Antifragile Designing the Systems of the Future - Barry O'Reilly - DDD Europe 2019,pMfzxmCzThI,
applying-ddd-oleg-kutyrin-and-juergen-heymann-ddd-europe-2020,2018-11-21,Applying DDD - Oleg Kutyrin and Juergen Heymann - DDD Europe 2020,iI-y3HT8m2o,
architecting-apollo-systems-design-lessons-from-the-golden-age-of-spaceflight-kyle-kotowick,2023-12-27,Architecting Apollo: Systems Design Lessons from the Golden Age of Spaceflight - Kyle Kotowick,Yr_G8pQtQuQ,
architects-survival-guide-to-healthcare-sonya-natanzon-ddd-europe-2020,2018-06-12,Architect’s Survival Guide to Healthcare - Sonya Natanzon - DDD Europe 2020,oQY_pAFx6Kc,
architecture-as-enabler-of-organizations-flow-of-change-eduardo-da-silva,2022-04-06,Architect(ure) as Enabler of Organization’s Flow of Change - Eduardo da Silva,5oTIWo2706E,
architecture-decisions-a-case-study-konstantin-kudryashov-ddd-europe-2020,2018-09-17,Architecture Decisions: A Case Study - Konstantin Kudryashov - DDD Europe 2020,x5YmBevdjVg,
architecture-for-flow-wardley-mapping-ddd-and-team-topologies-susanne-kaiser-ddd-europe-2022,2017-10-19,"Architecture for Flow - Wardley Mapping, DDD, and Team Topologies - Susanne Kaiser - DDD Europe 2022",Lfzph_5wb9c,
architecture-for-flow-with-wardley-mapping-ddd-and-team-topologies-susanne-kaiser,2021-10-26,"Architecture for Flow with Wardley Mapping, DDD, and Team Topologies - Susanne Kaiser",UbP1d10OTeM,
architecture-the-stuff-thats-hard-to-change-dylan-beattie,2019-10-05,Architecture: The Stuff That's Hard to Change - Dylan Beattie -,umazvrMrkME,
are-you-in-or-are-you-out-philippus-baalman-ddd-europe-2018,2020-10-14,Are You In or Are You Out? - Philippus Baalman - DDD Europe 2018,o1g-I3H3cs4,
arriettys-song-the-secret-world-of-arrietty-arriettys-song-%e5%80%9f%e3%82%8a%e3%81%90%e3%82%89%e3%81%97%e3%81%ae%e3%82%a2%e3%83%aa%e3%82%a8%e3%83%83%e3%83%86%e3%82%a3,2019-12-09,Arrietty's Song - The Secret World of Arrietty / Arrietty's Song - 借りぐらしのアリエッティ,mkJv0piGKFw,
arty-starr-talk-session-anatomy-of-communication,2019-12-01,Arty Starr - Talk Session: Anatomy of Communication,6eTfF4N_pEI,
as-time-goes-by-a-bi-temporal-event-sourcing-story-thomas-pierrain-ddd-europe-2018,2020-10-14,As Time Goes By… (a Bi-temporal Event Sourcing story) - Thomas Pierrain - DDD Europe 2018,xzekp1RuZbM,
autonomy-asynchrony-the-key-to-designing-reliable-systems-indu-alagarsamy-ddd-europe-2018,2020-10-14,Autonomy & Asynchrony: The key to designing reliable systems - Indu Alagarsamy - DDD Europe 2018,IlEySNyzlPo,
balancing-coupling-in-software-design-vladik-khononov,2022-05-21,Balancing Coupling in Software Design - Vladik Khononov,z15erm3pBmk,
balancing-upfront-design-versus-iterative-design,2020-06-25,Balancing upfront design versus iterative design,6Mzff5zbQ6c,
behavioral-programming-aligning-code-with-how-we-think-luca-matteis-ddd-europe-2020,2018-11-27,Behavioral Programming: Aligning Code with How We Think - Luca Matteis - DDD Europe 2020,1oKzTrq0gMM,
beyond-consumer-driven-contract-testing-nicole-rauch-kandddinsky-2018,2019-10-05,Beyond Consumer-Driven Contract Testing - Nicole Rauch - KanDDDinsky 2018,n5QFe6uwWHI,
beyond-producers-and-consumers-avoiding-common-issues-with-event-driven-architectures-david-boyne,2023-12-09,Beyond producers and consumers: Avoiding common issues with event-driven architectures - David Boyne,8jGJbtb88YA,
beyond-the-hexagonal-architecture-functional-core,2021-02-02,Beyond the hexagonal architecture: Functional Core & ...,SAjsP2igBNk,
boost-your-productivity-and-confidence-with-docker-borislav-borisov-ddd-europe-2020,2019-01-03,Boost your productivity and confidence with Docker - Borislav Borisov - DDD Europe 2020,tFEN0p0fVek,
bounded-contexts-cyrille-martraire-ddd-europe-2019,2019-12-21,Bounded Contexts - Cyrille Martraire - DDD Europe 2019,ZEJ2Vyk1HA0,
bounded-contexts-eric-evans-ddd-europe-2020,2017-10-30,Bounded Contexts - Eric Evans - DDD Europe 2020,am-HXycfalo,
bounded-contexts-for-team-organization-cyrille-martraire-ddd-europe-2020,2017-05-10,Bounded Contexts for Team Organization - Cyrille Martraire - DDD Europe 2020,nl35cA4uFu8,
bounded-contexts-manage-the-understandability-of-your-systems-mathias-verraes,2023-12-15,Bounded Contexts: Manage the Understandability of Your Systems - Mathias Verraes,-YYleNm4C7s,
bounded-contexts-microservices-and-everything-in-between-vladik-khononov-kandddinsky-2018,2019-10-05,"Bounded Contexts, Microservices, and Everything In Between - Vladik Khononov - KanDDDinsky 2018",dlnu5pSsg7k,
bounded-rationality-complex-systems-and-agile-organizations-marco-consolaro-ddd-europe-2019,2020-07-13,"Bounded rationality, complex Systems and Agile organizations - Marco Consolaro   - DDD Europe 2019",nEkUTqTv7kI,
bounded-rationality-complex-systems-and-agile-principles-marco-consolaro-kandddinsky-2019,2021-05-28,"Bounded rationality, complex Systems and Agile principles - Marco Consolaro - KanDDDinsky 2019",5yGVS3zLHPQ,
bounding-complexity-with-domain-specific-languages-david-glaubman-ddd-europe-2019,2020-07-13,Bounding complexity with domain specific languages - David Glaubman - DDD Europe 2019,_SuwkpmsRZw,
breaking-illusions-with-testing-maaret-pyhajarvi-ddd-europe-2019,2019-05-17,Breaking Illusions with Testing - Maaret Pyhäjärvi - DDD Europe 2019,v0pNA8a7dbY,
brian-troutwine-the-charming-genius-of-the-apollo-guidance-computer,2021-12-31,Brian Troutwine — The Charming Genius of the Apollo Guidance Computer,d1nz7vgyUh8,
bruno-especially-while-pairing-survival-guide,2023-02-01,Bruno & Thomas -Talk Session: Communication Is Everything; Especially While Pairing (Survival Guide),e1yLmYN0hXk,
can-business-capabilities-be-useful-in-ddd-with-trond-hjorteland,2019-06-25,Can business capabilities be useful in DDD with Trond Hjorteland,WSAHL7oHGUw,
carlo-pescio-software-design-and-the-physics-of-software,2021-12-24,Carlo Pescio — Software Design and the Physics of Software,WPgYju3KnIY,
case-study-context-mapping-with-michael-plod,2020-11-03,Case-study context mapping with Michael Plöd,OthhRfqp-44,
case-study-large-scale-marketing-system-vladik-khononov-ddd-europe-2020-vlad-kononov,2017-09-13,Case Study: Large-Scale Marketing System - Vladik Khononov  - DDD Europe 2020 Vlad Kononov,0qsAxb3L8GM,
categorisation-comparison-and-cases-einar-host-ddd-europe-2022,2017-10-19,"Categorisation, Comparison and Cases - Einar Høst - DDD Europe 2022",LNi0vy7GAaI,
chin-wagging-with-the-business-borislav-borislov-ddd-europe-2019,2019-12-21,Chin wagging with the business - Borislav Borislov - DDD Europe 2019,lpOEIa0r3ig,
chris-richardson-there-is-no-such-thing-as-a-microservice,2023-03-17,Chris Richardson - There is No Such Thing as a Microservice!,FXCLLsCGY0s,
chris-simon-when-customers-dont-share-a-language,2022-12-23,Chris Simon - When Customers Don't Share a Language,Bwcz_S2YSKM,
code-as-a-first-language-felienne-hermans-kandddinsky-2017,2018-10-05,Code as a first language  - Felienne Hermans - KanDDDinsky 2017,ygPXJn6m73s,
collaborating-and-communicating-with-wardley-maps,2021-05-06,Collaborating and Communicating with Wardley Maps,bobkuufKPoQ,
collaborating-and-communicating-with-wardley-maps-part-2,2021-06-22,Collaborating and Communicating with Wardley Maps Part 2,Qu03U8s0kC8,
collaborative-software-design-how-to-facilitate-domain-modeling-decisions-kenny-baas-schwegler,2023-12-03,Collaborative Software Design: How to facilitate domain modeling decisions - Kenny Baas-Schwegler,Ow7LkIIu5rc,
combatting-the-near-enemies-of-ddd-andrew-harmel-law-and-gayathri-thiyagarajan-ddd-europe-2020,2018-12-10,Combatting the Near Enemies of DDD - Andrew Harmel-Law and Gayathri Thiyagarajan - DDD Europe 2020,4yr130f-1FE,
combatting-the-near-enemies-of-domain-driven-design-at-scale,2019-12-11,Combatting the Near Enemies of Domain Driven Design at Scale,3CFyA4iecng,
complex-adaptive-systems-dave-snowden-ddd-europe-2018,2020-10-14,Complex Adaptive Systems - Dave Snowden - DDD Europe 2018,l4-vpegxYPg,
complexity-strategy-open-discussion-dave-snowden-andra-sonea-and-simon-wardley-dddeu-18,2020-10-14,"Complexity & Strategy: Open Discussion - Dave Snowden, Andra Sonea and Simon Wardley - DDDEU 18",cel1vT0q1T8,
conflict-detection-and-resolution-in-an-eventsourced-system-james-geall-ddd-europe-2020,2017-05-11,Conflict Detection and Resolution in an EventSourced System - James Geall - DDD Europe 2020,-zaa6FUYIQM,
connascence-beyond-coupling-and-cohesion-marco-consolaro,2024-03-02,Connascence: beyond Coupling and Cohesion - Marco Consolaro,j8HEbPx53Ls,
consider-the-development-feedback-loop-mel-conway,2020-10-02,Consider the Development Feedback Loop - Mel Conway,u6eP77G6KbM,
context-maps-a-deep-dive-michael-plod-kandddinsky-2019,2019-10-05,Context Maps - a deep dive - Michael Plöd - KanDDDinsky 2019,VjtMt689ql8,
continued-learning-the-beauty-of-maintenance-kent-beck-ddd-europe-2020,2018-09-05,Continued Learning: The Beauty of Maintenance - Kent Beck - DDD Europe 2020,3gib0hKYjB0,
conversational-uis-through-domain-driven-design-dennis-traub-kandddinsky-2017,2018-10-17,Conversational UIs through Domain-Driven Design - Dennis Traub - KanDDDinsky 2017,grotDKSSKmQ,
craftconf-meetup-with-nick-tune-and-helin-akgul,2019-05-08,CraftConf meetup with Nick Tune and Helin Akgul,,https://www.ustream.tv/embed/recorded/121763272
crafting-domain-driven-designed-rest-apis-julien-topcu-ddd-europe-2022,2018-10-15,Crafting Domain-Driven Designed REST APIs - Julien Topçu - DDD Europe 2022,x3Bf25altb4,
creating-a-playbook-for-ddd-for-the-inside-of-your-team-with-julie-lerman,2020-06-02,Creating a Playbook for DDD for the inside of your team with Julie Lerman,GVa5vI19kZo,
critically-engaging-with-models-mathias-verraes-rebecca-wirfs-brock-ddd-europe-2022,2017-10-19,Critically Engaging with Models - Mathias Verraes &amp; Rebecca Wirfs-Brock - DDD Europe 2022,ecW1jMhIt2k,
crossing-the-river-by-feeling-the-stones-simon-wardley-ddd-europe-2018,2020-10-14,Crossing the River by Feeling the Stones - Simon Wardley - DDD Europe 2018,oZZKjxeg5W0,
crunching-real-life-stories-with-ddd-event-storming-kenny-baas-schwegler-kandddinsky-2018,2019-10-05,Crunching 'real-life stories' with DDD & Event Storming - Kenny Baas-Schwegler - KanDDDinsky 2018,WvkBKvMnyuc,
culture-the-ultimate-context-avraham-poupko,2022-01-03,Culture - The Ultimate Context - Avraham Poupko,WsiqFn97jYE,
cut-shave-herman-peeren-kandddinsky-2019,2019-10-05,Cut & Shave - Herman Peeren - KanDDDinsky 2019,FRAGS8l_UjE,
cyrille-martraire-interviewing-domain-experts-heuristics-from-the-trenches,2021-12-31,Cyrille Martraire — Interviewing Domain Experts: heuristics from the trenches,XYw5Mn5yVMM,
dan-bergh-johnsson-daniel-deogun-domain-driven-security,2021-12-27,Dan Bergh Johnsson & Daniel Deogun — Domain-Driven Security,xNQZ9oGiRRo,
dan-bergh-johnsson-daniel-deogun-domain-primitives-in-action-making-it-secure-by-design,2023-03-10,Dan Bergh Johnsson & Daniel Deogun - Domain Primitives in Action: Making it Secure by Design,ogjOKlXHi08,
dan-sharp-ddd-in-the-real-world-building-a-real-estate-aggregation-data-pipeline,2023-02-15,Dan Sharp - DDD in the Real World: Building a Real Estate Aggregation Data Pipeline,9FC_0WMmgKk,
daniel-somerfield-ddd-in-data-engineering-a-journey-of-application-adaption-and-invention,2018-12-08,"Daniel Somerfield - DDD in Data Engineering: a Journey of Application, Adaption, and Invention",9QBlP4B7cdM,
data-mesh-in-practice-assuring-data-quality-at-scale-gayathri-thiyagarajan-ddd-europe-2022,2017-10-19,Data Mesh in Practice - Assuring Data Quality at Scale - Gayathri Thiyagarajan - DDD Europe 2022,LGi_iQ-C-JE,
data-mesh-jochen-christ,2021-10-26,Data Mesh - Jochen Christ,wTcKQrq_yi8,
data-mesh-paradigm-shift-in-data-platform-architecture-arif-wider-ddd-europe-2020,2019-01-03,Data Mesh Paradigm Shift in Data Platform Architecture - Arif Wider - DDD Europe 2020,Iqbl9AS03VU,
dave-buchanan-talk-how-to-get-started-with-ddd-a-case-study-breaking-away-from-a-legacy-mvc-app,2018-12-21,Dave Buchanan -  Talk: How to Get Started with DDD: A Case Study Breaking Away from a Legacy MVC App,b8aXE6l8q8U,
dave-buchanan-talk-session-domain-modeling-with-your-product-team,2018-12-16,Dave Buchanan - Talk Session: Domain Modeling with Your Product Team,5P1SiSK780k,
dave-rael-talk-session-who-is-the-expert,2019-12-06,Dave Rael - Talk Session: Who Is the Expert?,Rqdj2WIosVk,
david-boike-talk-session-microservices-distributed-monoliths,2018-01-28,David Boike - Talk Session: Microservices & Distributed Monoliths,aE-p0cfwTVU,
david-glaubman-talk-session-encapsulating-complexity-in-a-dsl,2018-01-28,David Glaubman - Talk Session: Encapsulating Complexity in a DSL,woMybx3gRIs,
david-laribee-legendary-adventures-in-legacy-code,2023-02-24,David Laribee - Legendary Adventures In Legacy Code,_H4Db0GJGgY,
david-west-the-past-and-future-of-domain-driven-design,2021-12-25,David West - The Past and Future of Domain-Driven Design,XH_awPS6hK4,
ddd-at-china-david-wang-ddd-europe-2019,2019-08-14,DDD at China  - David Wang - DDD Europe 2019,tL3mfoz-WMI,
ddd-by-example-paul-rayner-ddd-europe-2020,2017-08-10,DDD By Example - Paul Rayner - DDD Europe 2020,p1Nl2k9ZZf0,
ddd-domain-modeling-using-ai-to-accelerate-design-with-staffan-palopaa,2024-04-02,DDD & Domain Modeling: Using AI to Accelerate Design - with Staffan Palopää,fyN8yGtlIjs,
ddd-event-sourcing-and-actors-alexey-zimarev-kandddinsky-2019,2019-10-05,"DDD, Event Sourcing and Actors - Alexey Zimarev - KanDDDinsky 2019",58_Ehl3oETY,
ddd-for-domain-experts-product-owners-zsofia-herendi-ddd-europe-2020,2017-07-26,DDD for Domain Experts &amp; Product Owners - Zsofia Herendi - DDD Europe 2020,2rgwit63XH4,
ddd-is-not-enough-the-future-of-software-development-dave-west-ddd-europe-2020,2018-09-28,DDD is not enough: the future of software development - Dave West - DDD Europe 2020,L_IRchWpnRA,
ddd-lessons-barry-o-sullivan-ddd-europe-2018,2020-10-14,DDD Lessons - Barry O Sullivan - DDD Europe 2018,PMWl5X1sK70,
ddd-london-creating-a-playbook-for-ddd-newcomers,2020-05-21,[DDD London] Creating a Playbook for DDD Newcomers,1aICKlpQRoc,
ddd-london-ddd-lite-independent-service-heuristics-with-matthew-skelton,2020-05-12,[DDD London] DDD-Lite: Independent Service Heuristics with Matthew Skelton,UQq-Ayml0iI,
ddd-meet-tdd-arnaud-bailly-ddd-europe-2018,2020-10-14,"DDD, meet TDD - Arnaud Bailly - DDD Europe 2018",cIx8LneHdpI,
ddd-patterns-that-were-not-in-the-book-cyrille-martraire,2020-10-05,DDD patterns that were not in the book - Cyrille Martraire,Ia8SQbQKLNQ,
ddddd-20-aggregate-canvas-by-kim-kao,2020-05-15,[DDDDD-20] Aggregate Canvas by Kim Kao,AF880t1RUU4,
ddddd-20-bounded-contexts-microservices-and-everything-in-between,2020-05-15,"[DDDDD-20] Bounded Contexts, Microservices, and Everything In Between",Z0RgR9xIQE4,
ddddd-20-bourdieus-social-theory-applied-to-tech,2020-05-15,[DDDDD-20] Bourdieu's social theory applied to tech,1PoTCoF9-tY,
ddddd-20-build-a-bounded-context-mob-firedrill,2020-05-15,[DDDDD-20] Build a Bounded Context Mob Firedrill,Dg478xHcDrY,
ddddd-20-context-maps-practically-applied,2020-05-15,[DDDDD-20] Context Maps - practically applied,8TDiuQ3vdh0,
ddddd-20-ddd-for-small-organizations,2020-05-15,[DDDDD-20] DDD For Small Organizations,Xw_eh9vLAio,
ddddd-20-extreme-context-mapping,2020-05-15,[DDDDD-20] Extreme Context Mapping,yaiDzBLi1-A,
ddddd-20-from-capabilities-to-services-modelling-for-business-it-alignment,2020-05-15,[DDDDD-20] From Capabilities to Services: Modelling for business-IT alignment,rH7On4Z_Lzo,
ddddd-20-functional-domain-modelling-in-practice,2020-05-15,[DDDDD-20] Functional Domain Modelling in Practice,3JECDkZ2_6Q,
ddddd-20-its-traverse,2020-05-15,[DDDDD-20]  « it's traverse »,sIJr3SCKhjo,
ddddd-20-live-coding-expressive-projections,2020-05-15,[DDDDD-20] Live coding: Expressive Projections,FtxPdXp_FTA,
ddddd-20-natural-boundaries-how-to-read-the-signs-and-benefit-from-the-problems,2020-05-15,[DDDDD-20] Natural Boundaries - how to read the signs and benefit from the problems,yMRuP3tcugQ,
ddddd-20-panel-event-sourcing-really-with-alexey,2020-05-15,"[DDDDD-20] Panel: Event Sourcing, Really with Alexey",uB0SkrElPRo,
ddddd-20-panel-experimentation-in-design-with-rebecca-woody-paul-and-julie,2020-05-15,"[DDDDD-20] Panel: experimentation in design with Rebecca, Woody, Paul and Julie",GimWdjmJGek,
