slug,date,title,youtube_id,other_url
the-fractal-geometry-of-software-design-vlad-khononov-ddd-europe-2022,2017-10-10,The Fractal Geometry of Software Design - Vlad Khononov - DDD Europe 2022,1ZyR_tgGTp8,
the-good-the-bad-and-the-ugly-an-event-sourcing-retrospective-dennis-doomen-kandddinsky-2017,2018-10-15,"The Good, The Bad and the Ugly, An Event Sourcing Retrospective - Dennis Doomen - KanDDDinsky 2017",u8Y-_mCuDG4,
the-hard-skills-with-diana-montalion,2022-06-07,The hard skills? with Diana Montalion,QwqNdQSgjeM,
the-human-exploration-of-mars-dr-anita-sengupta-ddd-europe-2019,2019-07-03,The Human Exploration of Mars - Dr. Anita Sengupta - DDD Europe 2019,JgqM850xtwU,
the-human-factor-pursuing-success-and-averting-drift-into-failure-sidney-dekker-ddd-europe-2018,2020-10-14,The human factor: Pursuing success and averting drift into failure - Sidney Dekker - DDD Europe 2018,9fwJ9xgvu3A,
the-importance-of-multiple-perspectives-when-modeling-software-avraham-poupko-ddd-europe-2018,2020-10-14,The importance of multiple perspectives when modeling software - Avraham Poupko - DDD Europe 2018,n-hTQro_yos,
the-innovation-of-cumulative-cultures-and-developer-problem-solving,2025-04-15,The Innovation of Cumulative Cultures and Developer Problem-Solving,wYhX3QxskxQ,
the-invisible-elephant-in-the-room-magali-milbergue,2023-12-19,The invisible elephant in the room - Magali Milbergue,-EazaYhJPVY,
the-journey-to-outcome-oriented-teams-nataliya-remez-ddd-europe-2019,2019-12-21,The Journey to Outcome Oriented Teams - Nataliya Remez - DDD Europe 2019,6WOEFQNDUM4,
the-language-of-actors-vaughn-vernon,2020-10-02,The Language of Actors - Vaughn Vernon,KtRLIzG5c54,
the-mario-kart-guide-to-building-a-career-hannes-lowette,2023-12-05,The Mario Kart&#x2122; guide to building a career - Hannes Lowette,V0bdCA2yb1E,
the-one-question-to-haunt-everyone-what-is-a-ddd-aggregate-thomas-ploch-ddd-europe-2022,2017-10-19,The One Question To Haunt Everyone: What is a DDD Aggregate? - Thomas Ploch - DDD Europe 2022,zlFqjD2LKlE,
the-power-of-personal-engagement-by-rozemarijn-evelien,2023-02-07,The power of personal engagement by Rozemarijn & Evelien,Xof9iz2uOms,
the-role-of-humor-in-software-design-avraham-poupko-ddd-europe-2021,2017-10-26,The Role of Humor in Software Design - Avraham Poupko - DDD Europe 2021,VyuxBwTQ9FU,
the-systemics-of-the-liskov-substitution-principle-romeu-moura-ddd-europe-2018,2020-10-14,The Systemics of the Liskov Substitution Principle - Romeu Moura - DDD Europe 2018,tNpW-V2HXJ0,
the-ultimate-road-trip-roman-sachse,2023-12-01,The Ultimate Road Trip - Roman Sachse,8q6UDAy7oX0,
the-value-of-objects-dymtro-dashenkov-ddd-europe-2020,2019-01-03,The Value of Objects - Dymtro Dashenkov - DDD Europe 2020,YaFczCxnXyA,
thermodynamics-of-software-jeremie-chassaing,2021-12-25,Thermodynamics of Software - Jérémie Chassaing,_ELWaiut-8M,
thinking-out-of-the-box-when-ddd-is-not-enough-tom-janssens-ddd-europe-2020,2019-12-21,Thinking out of the box when DDD is not enough - Tom Janssens - DDD Europe 2020,UYw7Kzk_gdQ,
this-is-not-ddd-youre-looking-for-alexey-zimarev-kandddinsky-2017,2018-10-24,This is not DDD you're looking for - Alexey Zimarev - KanDDDinsky 2017,xegm5DsYADw,
thomas-pierrain-bruno-boucard-how-to-distill-the-core-domain-from-your-legacy-app-live-coding,2022-01-02,Thomas Pierrain & Bruno Boucard - How To Distill The Core Domain From Your Legacy App (Live Coding),mZzPwt9vhHM,
thriving-in-complexity-trond-hjorteland,2024-02-26,Thriving in complexity - Trond Hjorteland,SV5cy6J-7vI,
time-based-domain-events-quickly-konrad-jakubiec-ddd-europe-2021,2017-10-30,Time-based domain events quickly - Konrad Jakubiec - DDD Europe 2021,QhcPk5zNk_Q,
timeless-design-in-a-cloud-native-world-uwe-friedrichsen-kandddinsky-2018,2018-10-24,Timeless design in a cloud native world - Uwe Friedrichsen - KanDDDinsky 2018,-zW9y1rg9Pk,
to-ddd-or-not-to-ddd-domain-modelling-case-study-weronika-labaj-ddd-europe-2022,2017-10-10,To DDD or not to DDD? Domain modelling case study - Weronika Łabaj - DDD Europe 2022,X5_VIi3K7aA,
to-ddd-or-not-to-ddd-what-to-do-if-your-domain-is-boring-weronika-labaj,2020-10-02,To DDD or not to DDD? What to do if your domain is boring? — Weronika Łabaj,h6WvetICeo4,
transforming-business-models-in-the-pandemic-with-zsofia-herendi,2021-02-16,Transforming business models in the pandemic with Zsofia Herendi,uaRYe_bNsMg,
trevor-conn-talk-session-dddecomposing-the-monolith-a-personal-anecdote,2023-04-26,Trevor Conn - Talk Session: DDDecomposing the Monolith: A Personal Anecdote,vEXkpcy31EY,
trying-out-online-eventstorming,2020-01-21,Trying out online EventStorming,CbPEibNUe0s,
turn-your-startup-in-a-stayup-with-ddd-marijn-huizendveld,2021-12-26,Turn your startup in a stayup with DDD — Marijn Huizendveld,E8QAa55tCtw,
ubiquitous-language-in-negotiations-jacopo-romei-ddd-europe-2019,2019-12-21,Ubiquitous language in negotiations - Jacopo Romei  - DDD Europe 2019,uh9XeOBq0uQ,
udi-dahan-ask-me-anything,2021-03-10,Udi Dahan - Ask me Anything,c07zWlLBvVg,
udi-dahan-if-domain-logic-then-cqrs-or-saga,2020-10-02,"Udi Dahan - If (domain logic) then CQRS, or Saga?",fWU8ZK0Dmxs,
ultra-large-scale-systems-prof-david-west-ddd-europe-2018,2020-10-14,Ultra-Large Scale Systems - Prof. David West - DDD Europe 2018,0qpUifmxlsA,
uncompromised-agile-is-safer-and-better-for-regulated-medical-products-nancy-van-schooenderwoert,2019-08-29,Uncompromised Agile is Safer and Better for Regulated Medical Products - Nancy Van Schooenderwoert,Lw3RKu_kAww,
vaughn-vernon-reactive-ddd-modeling-uncertainty,2023-03-03,Vaughn Vernon - Reactive DDD: Modeling Uncertainty,TPctjavH_Zw,
virtual-lean-coffee-fishbowl-ux-ddd-and-bdd,2020-01-16,"Virtual Lean Coffee Fishbowl: UX, DDD and BDD",QelbEUblpLo,
virtual-lean-coffee-fishbowl-ux-ddd-and-bdd-take-2,2020-06-17,"Virtual Lean Coffee Fishbowl: UX, DDD and BDD - take 2",wF0OHhVELyo,
visual-and-collaborative-modelling-kenny-baas-schwegler-ddd-europe-2020,2017-06-02,Visual and Collaborative Modelling - Kenny Baas-Schwegler  - DDD Europe 2020,5RrEzJM5bdw,
visualizing-cloud-systems-lynn-langit-kandddinsky-2019,2021-05-10,Visualizing Cloud Systems - Lynn Langit - KanDDDinsky 2019,DJdydx4g0v4,
vladik-khononov-tackling-complexity-in-large-scale-marketing-systems,2023-05-01,Vladik Khononov- Tackling Complexity In Large-Scale Marketing Systems,k2LazT39-8Y,
want-to-make-your-first-domain-model-behavior-driven-development-anita-kvamme-ddd-europe-2022,2017-10-28,Want to make your first Domain Model? Behavior Driven Development - Anita Kvamme - DDD Europe 2022,bUyTTunxTqQ,
ward-cunningham-keynote-observation-of-emergent-schema-in-organized-development,2023-04-28,Ward Cunningham - Keynote: Observation of Emergent Schema in Organized Development,oPJIXPC_vn8,
wei-wang-david-talk-session-ddd-in-china-with-large-scale-legacy-systems,2018-12-05,"Wei Wang (David) - Talk Session: DDD in China, with Large Scale Legacy Systems",xbGoK-mkSkM,
what-can-we-learn-from-open-source-with-matteo-collina,2020-08-04,What can we learn from open-source with Matteo Collina,F4SwUssweGY,
what-do-you-mean-by-is-duncan-jones-ddd-europe-2021,2016-05-23,What do you mean by “is”? - Duncan Jones - DDD Europe 2021,eD7ls4KynRo,
what-if-your-domain-expert-isnt-telling-the-truth-vijay-patel-ddd-europe-2019,2019-10-19,What if your Domain Expert isn't telling the truth - Vijay Patel - DDD Europe 2019,_ywo3XjNm8A,
what-is-an-aggregate-with-thomas-ploch,2019-11-06,What is an aggregate with Thomas Ploch,7h3DqZmvF9A,
what-is-ddd-eric-evans-ddd-europe-2019,2019-12-21,What is DDD - Eric Evans - DDD Europe 2019,pMuiVlnGqjk,
what-is-ddd-in-1-slide-javiera-laso,2016-05-23,What is DDD in 1 slide - Javiera Laso,qbQMe3Yyszo,
what-is-stopping-us-a-legacy-code-question-lorraine-steyn,2023-12-26,What is stopping us? A legacy code question - Lorraine Steyn,_rWKJI80o6Q,
what-makes-you-a-ddder,2020-11-24,What makes you a DDD'er?,ArK5Ckid-sY,
what-writing-a-book-taught-us-about-collaborative-modeling,2022-03-07,What writing a book taught us about collaborative modeling,HbyTUrblaN4,
when-customers-dont-share-a-language-modelling-deep-dive-chris-simon,2023-12-20,When Customers don't share a language: Modelling Deep Dive - Chris Simon,fHBgJnTFSrk,
when-to-invest-in-strategic-design-and-when-in-tactical-design,2021-11-02,When to invest in Strategic design and when in Tactical design,6hvuLjQpfx4,
when-we-lose-sight-of-our-domain-carola-lilienthal-ddd-europe-2019,2019-12-21,When we lose sight of our domain - Carola Lilienthal - DDD Europe 2019,TfNRB0Urhd0,
why-do-hotel-bathrooms-lack-toothpaste-romeu-moura-ddd-europe-2019,2019-12-21,Why do hotel bathrooms lack toothpaste  - Romeu Moura - DDD Europe 2019,92Pq4-e0QyI,
woman-founders-of-it-oana-juncu-ddd-europe-2020,2018-06-22,Woman founders of IT - Oana Juncu - DDD Europe 2020,2UugSqcVM68,
work-produce-people-the-far-reaching-effects-of-organisational-design-trond-hjorteland,2023-12-18,Work Produce People - The Far Reaching Effects of Organisational Design - Trond Hjorteland,5nFuWVoRvqk,
you-cant-fight-conways-law-avraham-poupko,2020-10-02,You can’t fight Conway’s law —  Avraham Poupko,BDagiC8Sw48,
you-dont-need-an-event-sourcing-framework-or-do-you-alexey-zimarev,2022-01-03,You don't need an Event Sourcing framework. Or do you? - Alexey Zimarev,qYGKqm7CmFM,
yves-reynhout-trench-talk-evolving-a-model,2023-03-24,Yves Reynhout - Trench Talk: Evolving a Model,7StN-vNjRSw,
yves-reynout-amongst-models,2022-01-01,Yves Reynout — Amongst Models,4TWGRewQdyI,
zero-to-progress-kevin-lucke-ddd-europe-2020,2018-08-14,Zero to Progress - Kevin Lucke - DDD Europe 2020,zxfYfvUxRds,
